-7.916364073753356934e-01,4.054106473922729492e-01
2.104037523269653320e+00,-1.817878603935241699e+00
5.550036206841468811e-02,2.794980525970458984e+00
1.442569494247436523e-01,-9.947313666343688965e-01
2.266245365142822266e+00,-1.708296179771423340e+00
1.896290421485900879e+00,1.710785150527954102e+00
1.665976792573928833e-01,1.137834787368774414e+00
-2.000031322240829468e-01,-3.187880218029022217e-01
2.097059249877929688e+00,1.884763717651367188e+00
-1.957432389259338379e+00,-7.387194037437438965e-02
-1.555312275886535645e+00,5.921863391995429993e-02
-1.825284361839294434e-01,-1.891391396522521973e+00
-2.935967221856117249e-02,-1.106703877449035645e-01
1.068817734718322754e+00,7.719234563410282135e-03
3.816016912460327148e-01,6.583222150802612305e-01
1.387333035469055176e+00,9.200625419616699219e-01
5.243414267897605896e-02,-1.232722520828247070e+00
3.927108347415924072e-01,1.474891543388366699e+00
3.811008855700492859e-02,-7.992153763771057129e-01
-2.074021577835083008e+00,1.045730337500572205e-01
